resume_text,job_description,match_score,match_label
"Terraform Engineer with 8 years working across active teams. Demonstrated technical execution and history background includes: Containerization, Advanced optimization execution for K8s, Architected distributed pipelines via Amazon Web Services, Infrastructure as Code (IaC), Py3 Engine. Seeking an engineering position to scale architectural patterns.","We are looking for a DevOps Cloud Engineer with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: OCI Containers, K8s, Amazon Web Services, Terraform, Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9431,high
"Software Systems Developer with 3 years working across active teams. Demonstrated technical execution and history background includes: React.js, Server-side Runtime, Postgres, TS. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior Software Engineer with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Modern JS, Frontend React Framework, Node, PgSQL, Typed JavaScript, Containerization. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.3742,low
"Software Systems Developer with 5 years working across active teams. Demonstrated technical execution and history background includes: Worked with Modern JS in minor capacity, Basic understanding of Node, Exposure to PostgreSQL, Typed JavaScript, Exposure to OCI Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Server-Side Developer with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: JS, React, Server-side Runtime, Relational DB Engine, TS, Docker Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.3523,low
"Software Systems Developer with 5 years working across active teams. Demonstrated technical execution and history background includes: ECMAScript, NodeJS, Production-grade engineering in PostgreSQL, Led migration frameworks utilizing TS, Advanced optimization execution for Docker. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Engineer with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Modern JS, React, Node, PgSQL, TypeScript, Containerization. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7737,high
"Machine Learning Specialist with 4 years working across active teams. Demonstrated technical execution and history background includes: Python3, Advanced optimization execution for Statistical Modeling, Led migration frameworks utilizing Deep Learning Architectures, Architected distributed pipelines via Kubernetes, Production-grade engineering in OCI Containers, AWS Cloud Platform. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Machine Learning, Artificial Intelligence, K8s, Containerization, AWS Cloud Platform. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9256,high
"AI Engineer with 1 years working across active teams. Demonstrated technical execution and history background includes: Basic understanding of Python, Theoretical knowledge of Docker Containers, AWS Cloud Platform. Seeking an engineering position to scale architectural patterns.","We are looking for a AI Infrastructure Architect with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Predictive AI, AI, K8s, Docker Containers, AWS Cloud Platform. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.2641,low
"React Developer with 4 years working across active teams. Demonstrated technical execution and history background includes: JS, ReactJS, Node.js, PostgreSQL, TS, Led migration frameworks utilizing OCI Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Developer with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: ECMAScript, React, NodeJS, Postgres, TypeScript, Docker Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9047,high
"Data Analyst with 9 years working across active teams. Demonstrated technical execution and history background includes: Worked with Py3 Engine in minor capacity, Relational DB Engine, ML, Deep Learning Architectures. Seeking an engineering position to scale architectural patterns.","We are looking for a Quantitative Analytics Expert with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, Postgres, Predictive AI, AI, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8448,high
"Terraform Engineer with 7 years working across active teams. Demonstrated technical execution and history background includes: OCI Containers, Familiar with Container Orchestration Engine, AWS Cloud Platform, Self-taught concepts in Terraform. Seeking an engineering position to scale architectural patterns.","We are looking for a Infrastructure Platform Architect with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Containerization, Kubernetes, AWS Cloud Platform, Terraform, Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.6332,medium
"Terraform Engineer with 9 years working across active teams. Demonstrated technical execution and history background includes: Advanced optimization execution for Docker, Container Orchestration Engine, Subject matter expert in AWS Cloud Platform, Terraform, Subject matter expert in Py3 Engine. Seeking an engineering position to scale architectural patterns.","We are looking for a Site Reliability Engineer with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Docker Containers, K8s, Cloud Infrastructure (AWS), Terraform, Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8981,high
"Software Engineer with 3 years working across active teams. Demonstrated technical execution and history background includes: Worked with ECMAScript in minor capacity, React.js, Docker Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Developer with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: ECMAScript, ReactJS, NodeJS, PostgreSQL, Typed JavaScript, Docker. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.4658,low
"Analytics Engineer with 0 years working across active teams. Demonstrated technical execution and history background includes: Postgres, Exposure to ML, Deep Learning Architectures, Worked with Amazon Web Services in minor capacity. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior Data Scientist with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: Python, PostgreSQL, Machine Learning, GenAI, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.2216,medium
"AI Engineer with 5 years working across active teams. Demonstrated technical execution and history background includes: Production-grade engineering in Python3, Statistical Modeling, Container Orchestration Engine, Architected distributed pipelines via Docker Containers, Architected distributed pipelines via Cloud Infrastructure (AWS). Seeking an engineering position to scale architectural patterns.","We are looking for a AI Infrastructure Architect with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Predictive AI, Deep Learning Architectures, Container Orchestration Engine, Docker Containers, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7501,high
"Statistical Researcher with 5 years working across active teams. Demonstrated technical execution and history background includes: Production-grade engineering in Python3, Production-grade engineering in Relational DB Engine, Deep Learning Architectures, AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a Lead Product Analyst with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Python, PgSQL, Machine Learning, Deep Learning Architectures, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.835,high
"Data Scientist with 2 years working across active teams. Demonstrated technical execution and history background includes: Worked with PgSQL in minor capacity, Theoretical knowledge of Deep Learning Architectures, Cloud Infrastructure (AWS). Seeking an engineering position to scale architectural patterns.","We are looking for a Quantitative Analytics Expert with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, PostgreSQL, Machine Learning, AI, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.1392,low
"UI Engineer with 5 years working across active teams. Demonstrated technical execution and history background includes: ECMAScript, Frontend React Framework, Self-taught concepts in Node.js, PgSQL, OCI Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Server-Side Developer with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Modern JS, Frontend React Framework, Node, PostgreSQL, TS, Docker Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.6581,high
"Systems Automation Developer with 5 years working across active teams. Demonstrated technical execution and history background includes: OCI Containers, Architected distributed pipelines via Kubernetes, AWS, Terraform, Py3 Engine. Seeking an engineering position to scale architectural patterns.","We are looking for a Infrastructure Platform Architect with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: Docker Containers, Kubernetes, Cloud Infrastructure (AWS), Terraform, Py3 Engine. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9114,high
"Data Analyst with 2 years working across active teams. Demonstrated technical execution and history background includes: Python3, Theoretical knowledge of Postgres, AI, Worked with AWS Cloud Platform in minor capacity. Seeking an engineering position to scale architectural patterns.","We are looking for a Lead Product Analyst with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Postgres, Predictive AI, GenAI, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.781,low
"Software Systems Developer with 3 years working across active teams. Demonstrated technical execution and history background includes: React, Node.js, PostgreSQL, Typed JavaScript, Basic understanding of Docker Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Full Stack Developer with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: ECMAScript, React.js, Node, Postgres, Typed JavaScript, Docker. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7376,medium
"Data Analyst with 2 years working across active teams. Demonstrated technical execution and history background includes: Basic understanding of PostgreSQL, Exposure to ML, AI, AWS Cloud Platform. Seeking an engineering position to scale architectural patterns.","We are looking for a Quantitative Analytics Expert with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Python, PostgreSQL, Machine Learning, Artificial Intelligence, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.6368,medium
"Analytics Engineer with 6 years working across active teams. Demonstrated technical execution and history background includes: Basic understanding of Py3 Engine, PgSQL, Machine Learning, Exposure to AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a Lead Product Analyst with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, PgSQL, Predictive AI, Deep Learning Architectures, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7299,medium
"Machine Learning Specialist with 3 years working across active teams. Demonstrated technical execution and history background includes: Python3, Statistical Modeling, Deep Learning Architectures, Container Orchestration Engine, OCI Containers, AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a AI Infrastructure Architect with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Machine Learning, AI, K8s, Docker Containers, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8371,high
"AI Engineer with 10 years working across active teams. Demonstrated technical execution and history background includes: Theoretical knowledge of Python3, Worked with Artificial Intelligence in minor capacity, Container Orchestration Engine, Docker Containers, Amazon Web Services. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Statistical Modeling, AI, K8s, Docker, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8013,medium
"Machine Learning Specialist with 9 years working across active teams. Demonstrated technical execution and history background includes: Python, Theoretical knowledge of Machine Learning, Deep Learning Architectures, Academic projects utilizing Docker. Seeking an engineering position to scale architectural patterns.","We are looking for a AI Infrastructure Architect with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Predictive AI, AI, K8s, Docker Containers, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8483,low
"Software Systems Developer with 5 years working across active teams. Demonstrated technical execution and history background includes: ECMAScript, React.js, Node, Postgres, TypeScript, Docker Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Full Stack Developer with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: JS, ReactJS, NodeJS, PgSQL, TypeScript, Docker. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.929,high
"Terraform Engineer with 6 years working across active teams. Demonstrated technical execution and history background includes: Docker, Kubernetes, AWS Cloud Platform, Infrastructure as Code (IaC). Seeking an engineering position to scale architectural patterns.","We are looking for a DevOps Cloud Engineer with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Docker Containers, K8s, AWS Cloud Platform, Infrastructure as Code (IaC), Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.4325,low
"ML Engineer with 9 years working across active teams. Demonstrated technical execution and history background includes: Architected distributed pipelines via Python3, Predictive AI, GenAI, Container Orchestration Engine, Docker Containers, Cloud Infrastructure (AWS). Seeking an engineering position to scale architectural patterns.","We are looking for a Computer Vision Scientist with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Predictive AI, Deep Learning Architectures, Container Orchestration Engine, Containerization, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9468,high
"AI Engineer with 1 years working across active teams. Demonstrated technical execution and history background includes: Py3 Engine, Artificial Intelligence, Kubernetes, Docker, Self-taught concepts in AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, Machine Learning, Deep Learning Architectures, Kubernetes, Docker, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.4098,low
"React Developer with 1 years working across active teams. Demonstrated technical execution and history background includes: ECMAScript, Familiar with NodeJS, Typed JavaScript. Seeking an engineering position to scale architectural patterns.","We are looking for a Server-Side Developer with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: ECMAScript, React.js, Node.js, Postgres, Typed JavaScript, Docker. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.3213,low
"ML Engineer with 2 years working across active teams. Demonstrated technical execution and history background includes: Exposure to Python3, Self-taught concepts in ML, Artificial Intelligence, Containerization, Exposure to AWS Cloud Platform. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Python, ML, Artificial Intelligence, Container Orchestration Engine, Containerization, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.5095,low
"Terraform Engineer with 3 years working across active teams. Demonstrated technical execution and history background includes: OCI Containers, Theoretical knowledge of Container Orchestration Engine, Infrastructure as Code (IaC), Py3 Engine. Seeking an engineering position to scale architectural patterns.","We are looking for a Site Reliability Engineer with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Docker Containers, Kubernetes, Amazon Web Services, Terraform, Py3 Engine. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.6479,medium
"Statistical Researcher with 6 years working across active teams. Demonstrated technical execution and history background includes: Py3 Engine, Advanced optimization execution for Relational DB Engine, Production-grade engineering in Predictive AI, AI, Cloud Infrastructure (AWS). Seeking an engineering position to scale architectural patterns.","We are looking for a Senior Data Scientist with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, Relational DB Engine, Statistical Modeling, Artificial Intelligence, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9293,high
"Terraform Engineer with 0 years working across active teams. Demonstrated technical execution and history background includes: K8s, Academic projects utilizing Infrastructure as Code (IaC). Seeking an engineering position to scale architectural patterns.","We are looking for a Site Reliability Engineer with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Docker Containers, K8s, Amazon Web Services, Infrastructure as Code (IaC), Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.0115,low
"Data Analyst with 0 years working across active teams. Demonstrated technical execution and history background includes: Python, Machine Learning. Seeking an engineering position to scale architectural patterns.","We are looking for a Lead Product Analyst with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, PostgreSQL, Statistical Modeling, Artificial Intelligence, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.2816,low
"AI Engineer with 4 years working across active teams. Demonstrated technical execution and history background includes: Py3 Engine, Machine Learning, Docker. Seeking an engineering position to scale architectural patterns.","We are looking for a AI Infrastructure Architect with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, Machine Learning, GenAI, K8s, OCI Containers, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.0,low
"Data Analyst with 0 years working across active teams. Demonstrated technical execution and history background includes: PostgreSQL, AI, Cloud Infrastructure (AWS). Seeking an engineering position to scale architectural patterns.","We are looking for a Lead Product Analyst with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Relational DB Engine, Machine Learning, Deep Learning Architectures, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.3147,low
"AI Engineer with 7 years working across active teams. Demonstrated technical execution and history background includes: Subject matter expert in Python3, Predictive AI, AI, Kubernetes, Docker Containers, Production-grade engineering in AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a AI Infrastructure Architect with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, Machine Learning, GenAI, Kubernetes, OCI Containers, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8941,high
"Software Engineer with 5 years working across active teams. Demonstrated technical execution and history background includes: Academic projects utilizing Frontend React Framework, NodeJS, PgSQL, TS, Containerization. Seeking an engineering position to scale architectural patterns.","We are looking for a Full Stack Developer with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Modern JS, ReactJS, Node, PgSQL, Typed JavaScript, Docker. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.5003,medium
"Deep Learning Practitioner with 3 years working across active teams. Demonstrated technical execution and history background includes: Self-taught concepts in Python, ML, Basic understanding of Container Orchestration Engine. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, ML, Deep Learning Architectures, Kubernetes, Docker Containers, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.0203,low
"AI Engineer with 6 years working across active teams. Demonstrated technical execution and history background includes: Architected distributed pipelines via Py3 Engine, Production-grade engineering in Machine Learning, Architected distributed pipelines via Deep Learning Architectures, Led migration frameworks utilizing Container Orchestration Engine, Docker Containers, Production-grade engineering in Cloud Infrastructure (AWS). Seeking an engineering position to scale architectural patterns.","We are looking for a AI Infrastructure Architect with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Predictive AI, Deep Learning Architectures, K8s, Docker, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8649,high
"AI Engineer with 3 years working across active teams. Demonstrated technical execution and history background includes: Py3 Engine, Deep Learning Architectures, Container Orchestration Engine, Containerization, Familiar with Amazon Web Services. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Machine Learning, Artificial Intelligence, K8s, Containerization, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8388,medium
"Full-End Engineer with 10 years working across active teams. Demonstrated technical execution and history background includes: Led migration frameworks utilizing Modern JS, React.js, NodeJS, Led migration frameworks utilizing PostgreSQL, TypeScript, Docker. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Developer with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Modern JS, Frontend React Framework, Node, PgSQL, TS, Containerization. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9585,high
"AI Engineer with 3 years working across active teams. Demonstrated technical execution and history background includes: Py3 Engine, Statistical Modeling, Deep Learning Architectures, Familiar with Kubernetes, AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a Computer Vision Scientist with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, ML, Artificial Intelligence, Container Orchestration Engine, Containerization, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.4867,medium
"React Developer with 1 years working across active teams. Demonstrated technical execution and history background includes: ECMAScript, Node, PgSQL, Typed JavaScript, OCI Containers. Seeking an engineering position to scale architectural patterns.","We are looking for a Backend Engineer with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: Modern JS, React.js, Node, Postgres, TypeScript, Containerization. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.6988,medium
"Data Analyst with 3 years working across active teams. Demonstrated technical execution and history background includes: Relational DB Engine, Familiar with Machine Learning, Deep Learning Architectures, Exposure to AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a Quantitative Analytics Expert with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, PgSQL, Predictive AI, Artificial Intelligence, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.71,medium
"Software Engineer with 1 years working across active teams. Demonstrated technical execution and history background includes: Theoretical knowledge of Modern JS, ReactJS, Worked with NodeJS in minor capacity, Typed JavaScript, Containerization. Seeking an engineering position to scale architectural patterns.","We are looking for a Server-Side Developer with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: JavaScript, React, NodeJS, PgSQL, TS, Containerization. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.2913,medium
"Analytics Engineer with 1 years working across active teams. Demonstrated technical execution and history background includes: Led migration frameworks utilizing Python, Architected distributed pipelines via Statistical Modeling, GenAI, Subject matter expert in Cloud Infrastructure (AWS). Seeking an engineering position to scale architectural patterns.","We are looking for a Senior Data Scientist with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, PgSQL, Machine Learning, Deep Learning Architectures, AWS Cloud Platform. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7968,high
"Deep Learning Practitioner with 7 years working across active teams. Demonstrated technical execution and history background includes: Python, Basic understanding of Machine Learning, Exposure to Deep Learning Architectures, Docker, AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a AI Infrastructure Architect with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Machine Learning, Artificial Intelligence, K8s, Docker, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8099,medium
"Cloud Engineer with 11 years working across active teams. Demonstrated technical execution and history background includes: Cloud Infrastructure (AWS), Terraform. Seeking an engineering position to scale architectural patterns.","We are looking for a Site Reliability Engineer with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Containerization, K8s, Cloud Infrastructure (AWS), Terraform, Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7773,low
"Cloud Engineer with 3 years working across active teams. Demonstrated technical execution and history background includes: Familiar with Docker, Academic projects utilizing Cloud Infrastructure (AWS), Worked with Infrastructure as Code (IaC) in minor capacity, Basic understanding of Python. Seeking an engineering position to scale architectural patterns.","We are looking for a DevOps Cloud Engineer with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: OCI Containers, Kubernetes, AWS, Terraform, Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.6245,medium
"Data Analyst with 6 years working across active teams. Demonstrated technical execution and history background includes: PostgreSQL, Worked with Statistical Modeling in minor capacity, Artificial Intelligence, Basic understanding of Amazon Web Services. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior Data Scientist with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, PostgreSQL, Statistical Modeling, GenAI, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.4308,low
"Software Systems Developer with 5 years working across active teams. Demonstrated technical execution and history background includes: JavaScript, React, Architected distributed pipelines via Node.js, Advanced optimization execution for PgSQL, Led migration frameworks utilizing TypeScript, Production-grade engineering in Docker. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior Software Engineer with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: ECMAScript, Frontend React Framework, Node.js, PostgreSQL, Typed JavaScript, Containerization. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8973,medium
"Data Scientist with 5 years working across active teams. Demonstrated technical execution and history background includes: Python, PgSQL, Deep Learning Architectures, Self-taught concepts in Cloud Infrastructure (AWS). Seeking an engineering position to scale architectural patterns.","We are looking for a Lead Product Analyst with a minimum of 8+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Relational DB Engine, ML, Artificial Intelligence, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.6521,medium
"Data Scientist with 7 years working across active teams. Demonstrated technical execution and history background includes: Basic understanding of Python, Postgres, Artificial Intelligence, Academic projects utilizing Amazon Web Services. Seeking an engineering position to scale architectural patterns.","We are looking for a Lead Product Analyst with a minimum of 6+ years of experience. The core technical stack requirements involve deep knowledge in: Python3, Postgres, Statistical Modeling, GenAI, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.9124,medium
"Machine Learning Specialist with 3 years working across active teams. Demonstrated technical execution and history background includes: Python, Predictive AI, Subject matter expert in GenAI, K8s, Subject matter expert in Docker Containers, Amazon Web Services. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 4+ years of experience. The core technical stack requirements involve deep knowledge in: Python, Predictive AI, GenAI, Container Orchestration Engine, Containerization, Cloud Infrastructure (AWS). Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8554,high
"Cloud Engineer with 7 years working across active teams. Demonstrated technical execution and history background includes: Led migration frameworks utilizing OCI Containers, Subject matter expert in Kubernetes, Architected distributed pipelines via Amazon Web Services, Production-grade engineering in Infrastructure as Code (IaC), Python. Seeking an engineering position to scale architectural patterns.","We are looking for a Infrastructure Platform Architect with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: OCI Containers, Container Orchestration Engine, AWS Cloud Platform, Infrastructure as Code (IaC), Python3. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8769,high
"Machine Learning Specialist with 5 years working across active teams. Demonstrated technical execution and history background includes: Python3, Familiar with Predictive AI, Academic projects utilizing Kubernetes, Worked with Docker Containers in minor capacity, AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Python, ML, AI, K8s, OCI Containers, Amazon Web Services. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.5006,medium
"Data Analyst with 5 years working across active teams. Demonstrated technical execution and history background includes: Self-taught concepts in Py3 Engine, PgSQL, Worked with Deep Learning Architectures in minor capacity, Basic understanding of AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a Lead Product Analyst with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: Python, PgSQL, Predictive AI, Artificial Intelligence, AWS. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7503,low
"UI Engineer with 1 years working across active teams. Demonstrated technical execution and history background includes: Theoretical knowledge of ECMAScript, Basic understanding of ReactJS, Worked with Node in minor capacity, Familiar with TS, Basic understanding of Containerization. Seeking an engineering position to scale architectural patterns.","We are looking for a Full Stack Developer with a minimum of 3+ years of experience. The core technical stack requirements involve deep knowledge in: JS, React, Node, Relational DB Engine, TS, OCI Containers. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.4101,low
"ML Engineer with 10 years working across active teams. Demonstrated technical execution and history background includes: Advanced optimization execution for Python, Statistical Modeling, Deep Learning Architectures, Led migration frameworks utilizing K8s, Containerization, Architected distributed pipelines via AWS. Seeking an engineering position to scale architectural patterns.","We are looking for a Senior ML Engineer with a minimum of 7+ years of experience. The core technical stack requirements involve deep knowledge in: Py3 Engine, Machine Learning, Artificial Intelligence, K8s, OCI Containers, AWS Cloud Platform. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.8874,high
"Cloud Engineer with 6 years working across active teams. Demonstrated technical execution and history background includes: Containerization, Amazon Web Services, Infrastructure as Code (IaC), Worked with Python3 in minor capacity. Seeking an engineering position to scale architectural patterns.","We are looking for a DevOps Cloud Engineer with a minimum of 5+ years of experience. The core technical stack requirements involve deep knowledge in: OCI Containers, K8s, Cloud Infrastructure (AWS), Infrastructure as Code (IaC), Python. Must be highly capable of executing product deliverables in a fast paced workspace environment.",0.7365,medium
